-1 1:0.590815728243517 2:0.656709028248548 3:0.94359040171748 4:0.867169115261809 5:0.551812511895378 6:0.498120495391528 7:0.481276376049154 8:0.567205401277646 9:0.59821399581667 10:0.522158897646525 11:0.439311676927151 12:0.366298578649338 13:0.470966711562632 14:0.514764636969209 15:0.522158897646525 16:0.583755029215216 17:0.717559111952856 18:0.56558635694471 19:0.596777657537272 20:0.522158897646525
-1 1:0.550460351886797 2:0.562726192203277 3:0.539385055573772 4:0.504972688014026 5:0.535830398140255 6:0.539371268380608 7:0.614182245558955 8:0.610930739182778 9:0.560358481090138 10:0.549501681365382 11:0.451363703364261 12:0.431596509490069 13:0.278614548494285 14:0.248965571908346 15:0.549501681365382 16:0.515550784250194 17:0.523030490408083 18:0.367551068322358 19:0.330604850420958 20:0.549501681365382
-1 1:0.619817693612464 2:0.629104624149653 3:0.546917721020862 4:0.516782841938834 5:0.533637407272248 6:0.564569805164742 7:0.615772478751361 8:0.595363972371025 9:0.544717005544976 10:0.543131381429203 11:0.59877279749156 12:0.662022520526738 13:0.665977773044502 14:0.619113650899582 15:0.543131381429203 16:0.541944977046391 17:0.549888812194644 18:0.393905726021578 19:0.356232949679568 20:0.543131381429203
-1 1:0.518371347678324 2:0.501707711349674 3:0.466134934940289 4:0.430940699952532 5:0.548440631543976 6:0.480320350219062 7:0.531767193212666 8:0.509953752693213 9:0.538665463534849 10:0.52624947920195 11:0.473249967517316 12:0.425842006167533 13:0.437732457477328 14:0.475956040291285 15:0.52624947920195 16:0.544074911700454 17:0.615389699701447 18:0.540207340327331 19:0.565636087967826 20:0.52624947920195
-1 1:0.492516773113598 2:0.49498945963063 3:0.550669146704754 4:0.515133304139831 5:0.538143096906764 6:0.533227302103175 7:0.585862133969511 8:0.598759076088825 9:0.547389524934141 10:0.549501681365382 11:0.507922016804967 12:0.550731433312486 13:0.58160366695786 14:0.53074106504013 15:0.549501681365382 16:0.41620889650322 17:0.40977139038675 18:0.340226298863081 19:0.303226675540767 20:0.549501681365382
-1 1:0.49946547949207 2:0.46078332198867 3:0.387470782649045 4:0.355382931220621 5:0.548048956109309 6:0.492524904282354 7:0.549198024105787 8:1.03809003899429 9:0.91443380684956 10:0.56350708080667 11:0.452920461366165 12:0.448990458836472 13:0.111760755922608 14:0.0981420302563344 15:0.56350708080667 16:0.455641671438364 17:0.458386699142837 18:0.163712108733499 19:0.146245537464941 20:0.56350708080667
-1 1:0.470749106512345 2:0.453683980445503 3:0.432003930489756 4:0.403009716271868 5:0.535496567391665 6:0.491567700342563 7:0.501348333256865 8:0.568647182230604 9:0.516071406614648 10:0.546494141275025 11:0.43107836143147 12:0.38631634077773 13:0.334767605929485 14:0.296534803252246 15:0.546494141275025 16:0.478311642892231 17:0.464619951964412 18:0.361630223708487 19:0.324118449256342 20:0.546494141275025
-1 1:0.514866391498355 2:0.491019235502484 3:0.434825390156891 4:0.40148645016975 5:0.54160488879026 6:0.563855822003888 7:0.660929078009453 8:0.591092315446806 9:0.542066224787212 10:0.55049840070813 11:0.524517898194736 12:0.565365778150274 13:0.664080500700209 14:0.59496505139408 15:0.55049840070813 16:0.514979589671903 17:0.558571735148741 18:0.702216802290752 19:0.630419230994951 20:0.55049840070813
-1 1:0.530119618833053 2:0.567008493403149 3:0.604811187583913 4:0.567404044534624 5:0.539210302930266 6:0.520562736262857 7:0.552837455085364 8:0.456250403075848 9:0.416585427623304 10:0.549357036289163 11:0.544115226754243 12:0.583677785925028 13:0.604550599157504 14:0.542876550353299 15:0.549357036289163 16:0.501460707297128 17:0.532077466246249 18:0.378408396981298 19:0.347079926292301 20:0.549357036289163
-1 1:0.590413992574072 2:0.623124999042925 3:0.598372196955518 4:0.560031005229699 5:0.541185620719844 6:0.532653240346882 7:0.595776581967565 8:0.660610701112079 9:0.597860710130832 10:0.551812511895378 11:0.518906728923003 12:0.53823881441759 13:0.520745329477863 14:0.465114013189577 15:0.551812511895378 16:0.57718025316245 17:0.645199128497661 18:0.715803990793638 19:0.649156548874828 20:0.551812511895378
-1 1:0.613532291599532 2:0.717646712213195 3:0.643424992097486 4:0.59226518214789 5:0.554750359061914 6:0.605373891122327 7:0.793293288074392 8:0.589533545319215 9:0.623486600561775 10:0.5189201310748 11:0.563004234768098 12:0.595036123661749 13:0.563688926560873 14:0.600772514759881 15:0.5189201310748 16:0.558926104596886 17:0.691715577547932 18:0.536621653296484 19:0.57727149637082 20:0.5189201310748
-1 1:0.481500453695414 2:0.513835450408871 3:0.583577478671263 4:0.530916866012912 5:0.548440631543976 6:0.450319596150931 7:0.458481038447712 8:0.472134726640376 9:0.505511228211797 10:0.52624947920195 11:0.536987050125635 12:0.576252018126271 13:0.499896278307902 14:0.529785024829531 15:0.52624947920195 16:0.514689023344571 17:0.56811958525912 18:0.518464967655464 19:0.546214787714369 20:0.52624947920195
-1 1:0.548909791993166 2:0.535314601506713 3:0.437964088621019 4:0.398438643924197 5:0.55028376065659 6:0.519549546878628 7:0.570823630703077 8:0.459020690273803 9:0.500185539734628 10:0.524039608246999 11:0.403402787982217 12:0.335224405644083 13:0.42878098917649 14:0.474787458913641 15:0.524039608246999 16:0.505051594907001 17:0.534649230191078 18:0.5213942201633 19:0.554021876091353 20:0.524039608246999
-1 1:0.573822002944639 2:0.608615639862045 3:0.589170082220712 4:0.549840574906414 5:0.542414696220186 6:0.620773879437101 7:0.731177781299496 8:0.909545340237514 9:0.84035579155371 10:0.549467314022794 11:0.548676239016542 12:0.562441428263182 13:0.50892890291644 14:0.457169712003645 15:0.549467314022794 16:0.461104875968101 17:0.486520955385634 18:0.368528125467852 19:0.32863862537381 20:0.549467314022794
-1 1:0.554923784843964 2:0.561539074331523 3:0.571293032232065 4:0.534508332617922 5:0.53517019128642 6:0.588086485062525 7:0.633161891063816 8:0.55677510960742 9:0.509784367327386 10:0.547645655127624 11:0.478179624231247 12:0.510501536223458 13:0.505801001591233 14:0.459381060738406 15:0.547645655127624 16:0.469070071804251 17:0.487528608424336 18:0.504895530120384 19:0.456062128448791 20:0.547645655127624
-1 1:0.610679316401993 2:0.689563731660104 3:0.730651640598829 4:0.68774483079714 5:0.539288420642556 6:0.566700149274895 7:0.654054212363896 8:0.765432041091615 9:0.701509777226773 10:0.55028376065659 11:0.59176275118435 12:0.682246165646016 13:0.899646987002338 14:0.829576208306093 15:0.55028376065659 16:0.500144075441968 17:0.496095155717573 18:0.37824550073505 19:0.341233505321582 20:0.55028376065659
-1 1:0.521979268195021 2:0.5380727492793 3:0.504660635724211 4:0.458316662735716 5:0.544453650613355 6:0.470267781105542 7:0.437637816702253 8:0.398764464665503 9:0.346828583693916 10:0.557209887646797 11:0.567061413116711 12:0.668203491533961 13:0.467308802908569 14:0.43264988158015 15:0.557209887646797 16:0.512044661054688 17:0.519853585309724 18:0.54771133518643 19:0.486998487795507 20:0.557209887646797
-1 1:0.545600021494413 2:0.535789168662944 3:0.327906493241544 4:0.304546693140187 5:0.539375977984428 6:0.51717958494025 7:0.558476526130063 8:0.48919994962066 9:0.514219691123885 10:0.528237724820117 11:0.456408760947377 12:0.419324786015551 13:0.442151200061357 14:0.472775908917006 15:0.528237724820117 16:0.543140124181293 17:0.590249696234693 18:0.532798754483293 19:0.553501371772731 20:0.528237724820117
-1 1:0.525426787335257 2:0.572893656712759 3:0.631724661031352 4:0.589602765008195 5:0.539894126964644 6:0.518872076659966 7:0.55393842431308 8:0.469760558798553 9:0.426098919585083 10:0.553199526881692 11:0.572905318182963 12:0.687436973529454 13:0.818812122605285 14:0.755004916330561 15:0.553199526881692 16:0.555240631352531 17:0.634134006700165 18:0.620813986775857 19:0.562180234683794 20:0.553199526881692
-1 1:0.512704083814749 2:0.458548052117649 3:0.358936725451461 4:0.327447317261584 5:0.548048956109309 6:0.500949195357186 7:0.554282638852405 8:0.79812225066725 9:0.694131335249687 10:0.56350708080667 11:0.503136324597517 12:0.476144769745136 13:0.310134955032656 14:0.266066554960426 15:0.56350708080667 16:0.440517413927659 17:0.387034349943084 18:0.161319398069564 19:0.13819796369516 20:0.56350708080667
-1 1:0.512141690677475 2:0.527693319515448 3:0.490557570259836 4:0.457698522636028 5:0.540358855633959 6:0.499577774962965 7:0.511675476303077 8:0.369592662817698 9:0.337903595893306 10:0.548635451738003 11:0.487878981671367 12:0.499391987315608 13:0.452203588495812 14:0.408505472672342 15:0.548635451738003 16:0.524307125699415 17:0.567568219230297 18:0.567021410506548 19:0.513199857758695 20:0.548635451738003
-1 1:0.52427099805322 2:0.552464471884823 3:0.445901526062487 4:0.407469311915269 5:0.550103553454263 6:0.409823667333805 7:0.332873372746308 8:0.458016805295198 9:0.504528890581984 10:0.521870047665536 11:0.522053899331517 12:0.534259466001841 13:0.524366945675583 14:0.561141877992633 15:0.521870047665536 16:0.449132007343283 17:0.444428932445398 18:0.485275601924614 19:0.527530814514189 20:0.521870047665536
-1 1:0.516218906732035 2:0.489926132444363 3:0.368670812225201 4:0.335738766531819 5:0.546595148877602 6:0.539792970007937 7:0.578557353432387 8:0.304091212844984 9:0.26958812349829 10:0.56350708080667 11:0.539671419115155 12:0.609751591315529 13:0.932374917621136 14:0.825891753465898 15:0.56350708080667 16:0.514778367264312 17:0.527727023840752 18:9.50055009106636e-05 19:0.00212785553045419 20:0.56350708080667
-1 1:0.517013416460453 2:0.516441285383788 3:0.568264995547743 4:0.521072062923186 5:0.545570886895008 6:0.518463567113687 7:0.548142094015547 8:0.541800121455891 9:0.567612225357048 10:0.526021483340938 11:0.477762658536981 12:0.513652564249936 13:0.522254148709272 14:0.550159494744008 15:0.526021483340938 16:0.492496992369842 17:0.534763091699837 18:0.462930354045207 19:0.498207567367142 20:0.526021483340938
-1 1:0.513018438066754 2:0.475401715382204 3:0.440994228794311 4:0.407358352790824 5:0.539262655960515 6:0.502941030977648 7:0.547231005093861 8:0.414608475548394 9:0.373074003924481 10:0.553199526881692 11:0.471531654058227 12:0.45520143914729 13:0.324262825926107 14:0.288495937508054 15:0.553199526881692 16:0.506602796807098 17:0.522128449839418 18:0.505965910454604 19:0.445319767793723 20:0.553199526881692
-1 1:0.479043116410764 2:0.441530768782803 3:0.300131622621931 4:0.279947549652775 5:0.536235268536281 6:0.513438533165014 7:0.532801306093 8:0.384892524507439 9:0.349004536599261 10:0.548775349976467 11:0.458464994154923 12:0.468824506720968 13:0.401308962588209 14:0.349674775275423 15:0.548775349976467 16:0.525681308252801 17:0.540406497261449 18:0.811001274581126 19:0.72386538125642 20:0.548775349976467
-1 1:0.601673007368945 2:0.63283391729073 3:0.586546730142002 4:0.54745249398892 5:0.545019659605606 6:0.467328584020304 7:0.486120549822068 8:0.513089262890802 9:0.539127106672291 10:0.527103745092493 11:0.550000156528914 12:0.583866432871886 13:0.524160135381992 14:0.549032818620651 15:0.527103745092493 16:0.573883601114407 17:0.678517002088936 18:0.585375154997585 19:0.604648516075712 20:0.527103745092493
-1 1:0.48795221395922 2:0.488023650534719 3:0.405598956865956 4:0.381343645427546 5:0.532851452239512 6:0.523239553784516 7:0.577367599377121 8:0.507114617654662 9:0.46604575707724 10:0.548293578793632 11:0.389310122100458 12:0.351564365854101 13:0.357761672829709 14:0.312726335776757 15:0.548293578793632 16:0.534546336438867 17:0.590065963124688 18:0.543178735230431 19:0.49026902950497 20:0.548293578793632
-1 1:0.536995061670628 2:0.516231858346317 3:0.458220717949879 4:0.423268213537628 5:0.546676141418326 6:0.450080640957007 7:0.448798870789308 8:0.46487142682381 9:0.499221128395298 10:0.52624947920195 11:0.52078337940541 12:0.61496459383358 13:0.573632493279166 14:0.595848509165795 15:0.52624947920195 16:0.534156625224636 17:0.525252328710437 18:0.442375703393662 19:0.479909106517029 20:0.52624947920195
-1 1:0.533731607268785 2:0.572557454184858 3:0.480789093206864 4:0.442054264110933 5:0.55028376065659 6:0.593938532681898 7:0.75977528997905 8:0.487063882558305 9:0.523704564263419 10:0.524231147721427 11:0.511408178703303 12:0.494834512074689 13:0.528943389258011 14:0.560242073680301 15:0.524231147721427 16:0.509052757950629 17:0.506538284895304 18:0.545111185808586 19:0.574550015207184 20:0.524231147721427
-1 1:0.513718526651452 2:0.520785405742955 3:0.494605969677614 4:0.458495345692762 5:0.537967259986184 6:0.546166620044493 7:0.602128219050522 8:0.526281465305113 9:0.481882593356744 10:0.549420075523522 11:0.494156157724277 12:0.521607899032072 13:0.508504367380314 14:0.464102271002434 15:0.549420075523522 16:0.467413142781923 17:0.47511354689503 18:0.465696103161085 19:0.416281398653091 20:0.549420075523522
-1 1:0.522561033378908 2:0.52174617190402 3:0.374699194951431 4:0.345966118839655 5:0.55028376065659 6:0.596509183737714 7:0.741863679432987 8:0.508798413763578 9:0.542568772125471 10:0.524231147721427 11:0.485948448323014 12:0.433252339286193 13:0.516718420027242 14:0.549496019162918 15:0.524231147721427 16:0.526658192041873 17:0.568640885550875 18:0.528457818045371 19:0.559814031393306 20:0.524231147721427
-1 1:0.495896551037356 2:0.510992361885705 3:0.590989960349781 4:0.538877343060529 5:0.55028376065659 6:0.49340890801267 7:0.570514903757893 8:0.49652689917114 9:0.531891044547014 10:0.524231147721427 11:0.477785375056435 12:0.428495756888094 13:0.511475544166228 14:0.544907227689188 15:0.524231147721427 16:0.507626725567931 17:0.576776285503171 18:0.546265444891813 19:0.575575552102265 20:0.524231147721427
-1 1:0.489880432729088 2:0.500653131387675 3:0.480437954913188 4:0.444896740779205 5:0.537967259986184 6:0.529549227108876 7:0.566237815682339 8:0.539399786765117 9:0.490578380690126 10:0.549420075523522 11:0.464477997483531 12:0.455123414102864 13:0.419658951241411 14:0.380098236710356 15:0.549420075523522 16:0.475663181635344 17:0.492388023619152 18:0.429666077047482 19:0.383247843949117 20:0.549420075523522
-1 1:0.490836373306804 2:0.523156486602205 3:0.506870656289421 4:0.461658828203148 5:0.553199526881692 6:0.539713438484532 7:0.635403868963695 8:0.568928796185934 9:0.598290907045959 10:0.52294609888958 11:0.424002689762472 12:0.347760933458825 13:0.475775307066585 14:0.517051394811628 15:0.52294609888958 16:0.526565181509908 17:0.579061013753329 18:0.518386286641171 19:0.553741924754004 20:0.52294609888958
-1 1:0.506303376912731 2:0.462639977261044 3:0.384955892658553 4:0.355413897518423 5:0.539738761306454 6:0.562352598167541 7:0.67191288011818 8:0.731169690766865 9:0.660557100848459 10:0.552302606556584 11:0.47720726603666 12:0.477823316809787 13:0.525582277048379 14:0.467848276830404 15:0.552302606556584 16:0.535885491359053 17:0.562535408503724 18:0.372500011710482 19:0.336229704290945 20:0.552302606556584
-1 1:0.543939919341656 2:0.620146124018679 3:0.955730949996944 4:0.88685746925731 5:0.549501681365382 6:0.548848413389343 7:0.697447886507394 8:0.600820264599199 9:0.62363736384965 10:0.524760278233393 11:0.521683047003969 12:0.579434193726451 13:0.557866453059982 14:0.584819112736213 15:0.524760278233393 16:0.54778056108356 17:0.640540999372141 18:0.588352390048155 19:0.612303159065222 20:0.524760278233393
