Hs	Hrs	He	Hal	Ht
0.459338690866215	0.431850789458144	0.34545524340658	0.308803197233702	0.548293578793632
0.548038122755769	0.601646445360529	0.708533504823464	0.645377464800098	0.548293578793632
0.523179604992958	0.576457064503481	0.594845164648955	0.549085175462358	0.54387421333004
0.572041184550128	0.607595883605273	0.468157706260063	0.425930497792632	0.547645655127624
0.499919135693825	0.482270943482212	0.349763786645495	0.316135678415386	0.545019659605606
0.492300408851126	0.52254181389149	0.508254194806633	0.469503760604487	0.538329935512111
0.479171989993352	0.487471918187925	0.485537657948139	0.443128512550919	0.545019659605606
0.524404504512387	0.556767854022572	0.53020476402341	0.486844808401596	0.542228917757359
0.590340851631707	0.672335869197259	0.822357196793426	0.753877322473855	0.548293578793632
0.580547712639978	0.647126452432119	0.715351827852966	0.640374477975178	0.558639125389869
0.515110502871547	0.526891120075932	0.429461744938305	0.388338802017186	0.549420075523522
0.489104022797935	0.493856314073462	0.320547448530474	0.287736791503322	0.552302606556584
0.523179040407442	0.573732381966538	0.530500045629966	0.483569628918241	0.549357036289163
0.570803107917751	0.66876336057929	0.699474686499894	0.632636972193046	0.556584518150893
0.507532049302004	0.539829991686335	0.517874508564665	0.471547856835371	0.55028376065659
0.641437995988365	0.775676495690151	0.601908503299784	0.629235427683733	0.522158897646525
0.497006268344133	0.489209748550964	0.46560212820389	0.410071041809749	0.549501681365382
0.541238258386645	0.562090096939189	0.478009377309645	0.433524923852712	0.548048956109309
0.549966700437121	0.600424002744805	0.768638377640118	0.692799822505161	0.552402114432909
0.527305356513243	0.566897404771915	0.503232448223099	0.541137137086539	0.522696057786118
0.544209702335393	0.589284021328961	0.432455390112517	0.393487985073301	0.548293578793632
0.509941167101712	0.519970898244289	0.479719989052075	0.432751938386106	0.552402114432909
0.518894465408634	0.575957392631133	0.489259775095731	0.536054766295066	0.519364734392739
0.450208330375472	0.458669620660134	0.462624895748044	0.408596270334092	0.554750359061914
0.500143910906356	0.52597652676034	0.474301710347476	0.521054504002211	0.52055524824549
0.545420339265064	0.600181669242294	1.07907117800597	0.989357087290072	0.544402692699929
0.564935063723937	0.590348513236361	0.431139234855561	0.389312002738458	0.549501681365382
0.488701372811154	0.528733980727033	0.478051040446234	0.431192223987997	0.551263854508987
0.410318844099718	0.374415478493328	0.185818486122172	0.166210490671207	0.546098620762141
0.496198174788609	0.572602304686951	0.681129681447073	0.613651009303995	0.548293578793632
0.492232628048166	0.550488036369512	0.613778102817882	0.563468044676204	0.546487750305797
0.508398169691629	0.552870646577377	0.933965199967421	0.821534325832877	0.550645829750355
0.551033256171685	0.602907823846207	0.457364743460341	0.417751436926079	0.549357036289163
0.53843663617321	0.617132681287655	0.402341923766667	0.352141092416293	0.562179480938369
0.530077964776973	0.564699406998653	0.522836943363122	0.472460855228428	0.549420075523522
0.502961626448042	0.539905572690745	0.721506104487765	0.657111764475224	0.546853262084799
0.449135078549021	0.434760400298018	0.388377227216565	0.340426663111109	0.559023229673786
0.516994249670157	0.544673658071562	0.527784458247044	0.47645128746413	0.549501681365382
0.518882405891039	0.557110271307967	0.479699043723848	0.430870289831723	0.553199526881692
0.490695962951997	0.505030035425114	0.445488311588575	0.405589220721823	0.54675171320742
0.496319718396072	0.541679982199078	0.970087053167875	0.874921457558428	0.551499576128346
0.524478580928809	0.554726714041892	0.564087464786142	0.513396427121389	0.546494141275025
0.470238026919934	0.455430982249413	0.371979030162774	0.332644191855444	0.556088466985464
0.448893112841988	0.51378053416318	0.644924704133262	0.582124751663574	0.551812511895378
0.562507828955579	0.647522846301999	0.903489222719473	0.823658699191805	0.546853262084799
0.52345685395497	0.563492116552343	0.580731598249832	0.52140758613878	0.547452263349479
0.522748458741515	0.543082955405071	0.389950083547567	0.353873659522049	0.546283202843215
0.527031094322067	0.62181724678322	0.617879033316206	0.550947435159125	0.559752426533746
0.444954468922155	0.428329507571117	0.384158637184507	0.342537645167918	0.55028376065659
0.546924798788405	0.591057641035484	0.549644343598832	0.506360753355486	0.538934100968756
0.491131345835331	0.539999599795627	0.557040496673341	0.498379265874964	0.547452263349479
0.477286269281444	0.457606903351722	0.29403380331759	0.264578812270904	0.547645655127624
0.53189098703797	0.612069820532428	0.715143609545724	0.650063913786619	0.547589340521879
0.513541151838276	0.566590468755371	0.743192727605044	0.670397462709541	0.552302606556584
0.480627174845345	0.45918035749396	0.312964860842168	0.280197205439864	0.546853262084799
0.498466759868166	0.535020426542726	0.600986387663174	0.542947960135021	0.547452263349479
0.4923314742722	0.525022256260321	0.412644786150989	0.376606175052021	0.550415151959234
0.524710742232938	0.558038956444666	0.496755367836392	0.526439120375872	0.526462142563358
0.482692293999573	0.479890273192668	0.385213789517809	0.346765961734052	0.549327181227462
0.447177264354526	0.446848128814555	0.535228794252752	0.470972105849328	0.550103553454263
0.468407246398108	0.45643631259961	0.403231178755705	0.371845911625281	0.538868216061042
0.555450174534088	0.618498824941893	0.634614855687392	0.57346603107662	0.557795963321143
0.569290660934391	0.614275319005724	0.597925996462259	0.537208280228212	0.548440631543976
0.547220735479877	0.619074302696661	0.293268462687344	0.268439099309141	0.551499576128346
0.519371295818973	0.578601564271387	0.595792769962551	0.545487134999937	0.54302532395144
0.506389451685108	0.554595821912645	0.607846760870954	0.546896916397618	0.553486364153921
0.605678858305919	0.745818263357388	0.59742872754361	0.629112971195306	0.519784176429582
0.501589230376504	0.577249650627321	0.494095390011309	0.53443652874452	0.522158897646525
0.473522226123975	0.466954783568621	0.395715465726933	0.354781447619512	0.548440631543976
0.546689703130614	0.613462289998355	0.67220134769782	0.608791776351142	0.55028376065659
0.490826608632419	0.512116971681829	0.556796040261865	0.512070080797088	0.538934100968756
0.534068191979293	0.529203843881533	0.553427878932054	0.581951019998874	0.524231147721427
0.50311651098713	0.575905363445382	0.536814071957291	0.572572159297912	0.521566395157487
0.475151395185318	0.513357593042107	0.522640612273157	0.547015012443553	0.527337496843353
0.544943972390921	0.584258315325793	0.540973544683953	0.466969396035834	0.588148397702131
0.538773902828726	0.612608118940353	0.560319695126607	0.591105762063702	0.522696057786118
0.562826015836786	0.647452533815246	0.619109025213648	0.559333437081202	0.553199526881692
0.494917145413045	0.528259505896626	0.390698826860412	0.346194670943737	0.55810248424622
0.496078165415138	0.536821440689618	0.647814327768204	0.570978642223031	0.557584822072002
0.538196489968	0.65638848499535	0.55238043385469	0.583590970485879	0.52294609888958
0.475672451095714	0.493017580144112	0.608438208087339	0.547148431387452	0.557209887646797
0.489866045616146	0.440809092233572	0.537776998812532	0.571209778137958	0.522696057786118
0.503848849703043	0.542203955143559	0.520948961363787	0.464096651810516	0.552402114432909
0.457615342329056	0.441452568589994	0.431675950547938	0.386932517505214	0.546283202843215
0.514894113094613	0.548578555282633	0.451231731330598	0.411055593276027	0.55028376065659
0.488531866557519	0.520552883124317	0.575318056652806	0.516204352842776	0.551263854508987
0.610300586779811	0.759329147182598	0.541798124088022	0.568793504536298	0.525513265939255
0.507320944237344	0.545633006808648	0.49814883268046	0.452697140661055	0.545722692800331
0.552170640822803	0.643753757149807	0.739013468244018	0.678448263531561	0.546510180611498
0.533655922885077	0.543349208738265	0.401945506449452	0.361308598200608	0.548293578793632
0.587263685084488	0.69128776852511	0.807141537156325	0.74710739531442	0.543404048253195
0.476973329266531	0.50670244387533	0.375004132483141	0.337841896596908	0.553199526881692
0.498759372460321	0.539536379517293	0.441070759771384	0.400650101329846	0.548293578793632
0.538418395291466	0.630414662972828	0.535301058210762	0.561510952579646	0.526137487751097
0.537882225977399	0.607651518160524	0.551874460222394	0.578128382833853	0.525374025113182
0.565632665543872	0.631751484109042	0.747484886599517	0.681746554141201	0.546853262084799
